Name,Address,City,Region,Country
Doc Frock's,7935 W. Maple Road,West Bloomfield,Michigan,USA
Docks,Spielbudenplatz 19,Hamburg,,Germany
Docksiders,3482 W. Silver Lake Road,Fenton,Michigan,USA
Dodge Park,40620 Utica Road,Sterling Heights,Michigan,USA
Dodger Stadium,1000 Vin Scully Avenue,Los Angeles,California,USA
Dollar Nightclub,3411 E. Michigan Avenue,Lansing,Michigan,USA
Dolphin Stadium,347 Don Shula Drive,Miami Gardens,Florida,USA
Dom Polski Hall,3426 Junction Street,Detroit,Michigan,USA
Dom Polski Hall,1275 Langlois Avenue,Windsor,Ontario,Canada
Dome Arena,2695 E. Henrietta Road,Henrietta,New York,USA
Dominican High School,9740 McKinney Street,Detroit,Michigan,USA
Dominion Tavern,33 York Street,Ottawa,Ontario,Canada
Dominion Theatre,268-269 Tottenham Court Road,London,Camden,England
Domino,,Stockholm,Södermanland & Uppland,Sweden
Don Neal's,521 E. Michigan Avenue,Kalamazoo,Michigan,USA
Donauhalle Ulm,Böfinger Straße 50,Ulm,Baden-Württemberg,Germany
Donauinsel,,Vienna,Wien,Austria
Dooley's,16334 Grand River Avenue,Detroit,Michigan,USA
Dooley's (AA),310 Maynard Street,Ann Arbor,Michigan,USA
Dooley's (AZ),1216 E. Apache Boulevard,Tempe,Arizona,USA
Dooley's (EL),131 Albert Avenue,East Lansing,Michigan,USA
Dorothy Chandler Pavilion,135 N. Grand Avenue,Los Angeles,California,USA
Dorough Field House,4484 Peachtree Road NE,Atlanta,Georgia,USA
Dorsch Memorial Library,18 E. First Street,Monroe,Michigan,USA
Dorset Gardens Hotel,335 Dorset Road,Croydon,Victoria,Australia
Dort Music Center,1025 E. Kearsley Street,Flint,Michigan,USA
Dorton Arena,1025 Blue Ridge Road,Raleigh,North Carolina,USA
Dothan Civic Center,126 N. Saint Andrews Street,Dothan,Alabama,USA
Double Door,1572 N. Milwaukee Avenue,Chicago,Illinois,USA
Double JJ Ranch,5900 Water Road,Rothbury,Michigan,USA
Double Olive,15128 Mack Avenue,Grosse Pointe,Michigan,USA
Doug Fir Lounge,830 E. Burnside Street,Portland,Oregon,USA
Doug's Body Shop,22061 Woodward Avenue,Ferndale,Michigan,USA
Doug's Dexter Bar,11820 Dexter Avenue,Detroit,Michigan,USA
Dow Gardens,1809 Eastman Avenue,Midland,Michigan,USA
Dow Recreation & Wellness Center,611 E. Porter Street,Albion,Michigan,USA
Downing Stadium,Randall's Island,NYC,New York,USA
Downstairs Pub,514 Shelby Street,Detroit,Michigan,USA
Downtown Arcadia Festival Place,Kalamazoo Avenue @ Edwards Street,Kalamazoo,Michigan,USA
Downtown Lexington,,Lexington,Illinois,USA
Downtown Mt. Clemens,Main Street @ Macomb Place,Mount Clemens,Michigan,USA
Downtown Pontiac,,Pontiac,Michigan,USA
Downtown St. Clair,500 N. Riverside Avenue,St. Clair,Michigan,USA
Downtown Theater,120 W. Adams Avenue,Detroit,Michigan,USA
Drake Fieldhouse,,Des Moines,Iowa,USA
Driftwood Lounge,27189 Grand River Avenue,Redford,Michigan,USA
Drome Lounge,3700 Leslie Street,Detroit,Michigan,USA
Drop-In Tavern,3990 Tecumseh Road E,Windsor,Ontario,Canada
Drumbeat Club,13859 E. Eight Mile Road,Warren,Michigan,USA
DTE Energy Music Theater,7774 Sashabaw Road,Clarkston,Michigan,USA
du Arena,,Abu Dhabi,,UAE
Du Quoin State Fairgrounds,655 Executive Drive,Du Quoin,Illinois,USA
Dübendorf Air Base,,Dübendorf,Zürich,Switzerland
Dubuque County Fairgrounds,14569 Old Highway Road,Dubuque,Iowa,USA
Dudley Zoo,Castle Hill,Dudley,West Midlands,England
Duet,3711 Woodward Avenue,Detroit,Michigan,USA
Duffy's,2601 26th Avenue S,Minneapolis,Minnesota,USA
Duffy's,8633 Cooley Lake Road,Commerce Charter Township,Michigan,USA
Duke Theater,10060 Eight Mile Road,Detroit,Michigan,USA
Duluth Arena,350 Harbour Drive,Duluth,Minnesota,USA
Dummy George's,10320 W. McNichols Road,Detroit,Michigan,USA
E-Werk,Schanzenstraße 37,Cologne,North Rhine-Westphalia,Germany
Eagle Theater,15 S. Saginaw,Pontiac,Michigan,USA
Eagles Auditorium,1416 Seventh Avenue,Seattle,Washington,USA
Eagles Club Ballroom,2401 W. Wisconsin Avenue,Milwaukee,Wisconsin,USA
Eagles Hall,,New Haven,Connecticut,USA
Eagles Hippodrome,1416 Seventh Avenue,Seattle,Washington,USA
Eagles Lodge 526,1332 Branch Street,Kalamazoo,Michigan,USA
Earle Theatre,1046 Market Street,Philadelphia,Pennsylvania,USA
Earls Court Exhibition Centre,,London,,England
Earth Center,11464 Mitchell Street,Hamtramck,Michigan,USA
East Lansing Art Festival,Albert Street,East Lansing,Michigan,USA
East Lansing High School,509 Burcham,East Lansing,Michigan,USA
East Quad Dining Room,,Ann Arbor,Michigan,USA
East Warren Festival,E. Warren @ Mack Avenue,East Warren,Michigan,USA
East-West Jazz Festival,,Nuremberg,,Germany
Eastbourne Congress Theatre,49 Carlisle Road,Eastbourne,South East England,England
Easter Rock Festival,,Harlingen,Texas,USA
Eastern Sound Studios,38 Yorkville Avenue,Toronto,Ontario,Canada
Eastland Center,18000 Vernier Road,Harper Woods,Michigan,USA
Eastown Theater,8041 Harper Avenue,Detroit,Michigan,USA
Eastside Club,1229 Chestnut Street,Philadelphia,Pennsylvania,USA
Eastsider Saloon,1909 Davison Road,Flint,Michigan,USA
Eastwood Gardens,Gratiot at 8 Mile Road,Detroit,Michigan,USA
Eastwood Theatre,3848 N. Elizabeth Avenue,Indianapolis,Indiana,USA
Eaton County Fairgrounds,1025 Cochran Avenue,Charlotte,Michigan,USA
Eaton Rapids High School,800 State Street,Eaton Rapids,Michigan,USA
Eau Claire State Theater,312 Eau Claire Street,Eau Claire,Wisconsin,USA
Ebbets Field,1020 15th Street,Denver,Colorado,USA
Eberhard-Bauer-Stadion,Weilstraße 201,Esslingen,Baden-Württemberg,Germany
Ecclesden Common,,Worthing,Sussex,England
Echo Lounge,551 Flat Shoals Avenue SE,Atlanta,Georgia,USA
Ector County Coliseum,4201 Andrews Highway,Odessa,Texas,USA
Ed's Lounge,704 Sunset Lane,East Lansing,Michigan,USA
Eden Roc,Ocean @ 45th Street,Miami Beach,Florida,USA
Edge Hill University,St. Helens Road,Ormskirk,West Lancashire,England
Edgewater Hotel,666 Wisconsin Avenue,Madison,Wisconsin,USA
Edgewater Park,Lake Shore Drive,Celina,Ohio,USA
Edgewater Park Ballroom,23300 W. 7 Mile Road,Detroit,Michigan,USA
Edinburgh Corn Exchange,10 New Market Road,Edinburgh,Midlothian,Scotland
Edinburgh Playhouse,18-22 Greenside Lane,Edinburgh,Midlothian,Scotland
Edison Junior College,8099 College Parkway,Fort Myers,Florida,USA
Edison Light,2309 E. Edison,South Bend,Indiana,USA
Edison's,220 Merrill Street,Birmingham,Michigan,USA
Edmonton Coliseum,11230 110th Street,Edmonton,Alberta,Canada
Edmonton Convention Centre,9797 Jasper Avenue,Edmonton,Alberta,Canada
Education Auditorium,3919 University Drive S,Regina,Saskatchewan,Canada
Educational Center For The Arts,55 Audubon Street,New Haven,Connecticut,USA
Edward's No. 8,15 Lower Severn Street,Birmingham,West Midlands,England
Egleston Country Gardens,,Muskegon,Michigan,USA
El 'n' Gee Club,86 Golden Street,New London,Connecticut,USA
El Azteco,1016 W. Saginaw Street,Lansing,Michigan,USA
El Casino,316 Sainte-Catherine West,Montréal,Quebec,Canada
El Club,4114 W. Vernor Highway,Detroit,Michigan,USA
El Matador,492 Broadway,San Francisco,California,USA
El Mocambo,464 Spadina Avenue,Toronto,Ontario,Canada
El Paso Civic Center,1 Civic Center Plaza,El Paso,Texas,USA
El Paso County Coliseum,4100 E. Paisano Drive,El Paso,Texas,USA
El Patio Ballroom,Lakeside Amusement Park,Lakeside,Colorado,USA
El Rancho Tropicana Convention Center,2200 Santa Rosa Avenue,Santa Rosa,California,USA
El Rey Theatre,5515 Wilshire Boulevard,Los Angeles,California,USA
El Rey Theatre,624 Central Avenue SW,Albuquerque,New Mexico,USA
El Toritos,26551 Evergreen Road,Southfield,Michigan,USA
El Verano Inn,197 Verano Avenue,Sonoma,California,USA
Elan,1314 Broadway Street,Detroit,Michigan,USA
Elbel Field,336 Hill Street,Ann Arbor,Michigan,USA
Elbo Room,2871 N. Lincoln Avenue,Chicago,Illinois,USA
Elbo's,200 S. Jefferson Street,Dayton,Ohio,USA
Elbow Room,6 S. Washington Street,Ypsilanti,Michigan,USA
Elderly Instruments,1100 N. Washington Avenue,Lansing,Michigan,USA
Electric Ballroom,184 Camden High Street,London,Camden,England
Electric Ballroom - Tempe,1216 E. Apache Boulevard,Tempe,Arizona,USA
Electric Banana,3387 Bigelow Boulevard,Pittsburgh,Pennsylvania,USA
Electric Circus,23 St. Marks Place,Greenwich Village,New York,USA
Electric Factory,2201 Arch Street,Philadelphia,Pennsylvania,USA
Electric Factory (2),421 N. Seventh Street,Philadelphia,Pennsylvania,USA
Electric Forum,1514 Broadway,Toledo,Ohio,USA
Electric Lady Studios,52 W. Eighth Street,NYC,New York,USA
Electric Zoo,2600 Gandy Boulevard,St. Petersburg,Florida,USA
Electro Broadcast Studios,,Glendale,California,USA
Elektricity,15 S. Saginaw Street,Pontiac,Michigan,USA
Elite Club,1805 Geary Boulevard,San Francisco,California,USA
Elite Theatre,W. Vine Street,Decatur,Alabama,USA
Elizabeth Park,Jefferson Street,Trenton,Michigan,USA
Elks Ballroom,4016 S. Central Avenue,Los Angeles,California,USA
Elks Temple,2115 Cass Avenue,Detroit,Michigan,USA
Elliott's Nest,3821 E. River Road,West Henrietta,New York,USA
Elms Ballroom,529 Elm Street,Youngstown,Ohio,USA
Elmwood Casino,2335 Dougall Avenue,Windsor,Ontario,Canada
Elwood Diner,2100 Woodward Avenue,Detroit,Michigan,USA
Élysée Montmartre,72 Boulevard de Rochechouart,Paris,Île-de-France,France
Elysium,625 Shelby Street,Detroit,Michigan,USA
Elysium,705 Red River Street,Austin,Texas,USA
Embassy Hotel,2998 Tecumseh Road E,Windsor,Ontario,Canada
Embassy Music Hall,5100 Adanson Street,Orlando,Florida,USA
Embassy Room,4908 Park Heights Avenue,Baltimore,Maryland,USA
Emerald City,Route 70,Cherry Hill,New Jersey,USA
Emerald Lounge,Chene & Palmer,Detroit,Michigan,USA
Emerald Queen Casino,2920 E. R Street,Tacoma,Washington,USA
Emerald Theater,31 N. Walnut Street,Mount Clemens,Michigan,USA
EMI Studios,Manchester Square,London,,England
Emmanuel Institutional Church,19190 Schaefer Highway,Detroit,Michigan,USA
Emmet County Fairgrounds,1129 Charlevoix Avenue,Petoskey,Michigan,USA
Emo's,2015 E. Riverside Drive,Austin,Texas,USA
Emo's Jr.,603 Red River Street,Austin,Texas,USA
Emo's Main Room,603 Red River Street,Austin,Texas,USA
Emory University Gym,1518 Clifton Road NE,Atlanta,Georgia,USA
Empire Bar,42 Monroe Street,Detroit,Michigan,USA
Empire Polo Field,81800 51st Avenue,Indio,California,USA
Empire Pool,Engineers Way,London,Wembley,England
Empire Stadium,E. Hastings Street,Vancouver,British Columbia,Canada
Empress Hotel,714 Nicholson Street,Fitzroy,Victoria,Australia
Empty Bottle,1035 N. Western Avenue,Chicago,Illinois,USA
EMU Convocation Center,799 N. Hewitt Road,Ypsilanti,Michigan,USA
EMU McKenny Union,Eastern Michigan University,Ypsilanti,Michigan,USA
EMU Roosevelt Auditorium,W. Forest Avenue,Ypsilanti,Michigan,USA
Encore II,629 Liberty Avenue,Pittsburgh,Pennsylvania,USA
Encounters Lounge,15163 Ten Mile Road,Oak Park,Michigan,USA
Endless Summer Skate Park,31900 Little Mack,Roseville,Michigan,USA
EnergySolutions Arena,301 W. South Temple,Salt Lake City,Utah,USA
Engel Stadium,1624 Columbus Avenue,Bay City,Michigan,USA
Engineers Hall,,NYC,New York,USA
Entrepreneur's Club,3067 E. Grand Boulevard,Detroit,Michigan,USA
Erb Memorial Union,1228 University Street,Eugene,Oregon,USA
Eric's,9 Mathew Street,Liverpool,Merseyside,England
Erie Civic Center,809 French Street,Erie,Pennsylvania,USA
Erie County Fairgrounds,5600 McKinley Parkway,Hamburg,New York,USA
Erie County Fieldhouse,5800 Bundy Drive,Erie,Pennsylvania,USA
Eriksberg,,Gothenburg,Västergötland,Sweden
Erin's Pub,18339 E. 14 Mile Road,Fraser,Michigan,USA
Ernie D's Campus Ballroom,4120 Fenkell Street,Detroit,Michigan,USA
Ernie Shore Field,401 Deacon Boulevard,Winston-Salem,North Carolina,USA
Ernst-Happel-Stadion,Meiereistraße 7,Vienna,Wien,Austria
Ernst-Merck-Halle,St.Petersburger Straße 1,Hamburg,,Germany
Escanaba Area High School,500 South Lincoln Road,Escanaba,Michigan,USA
Escape Hatch,581 E. 14 Mile Road,Clawson,Michigan,USA
Escape Lounge,Joy & Greenfield Roads,Detroit,Michigan,USA
Esoteric Sound Studios,238 E. 26th Street,NYC,New York,USA
Espace Cardin,1-3 Avenue Gabriel,Paris,Île-de-France,France
Esplanade Hotel,11 The Esplanade,St. Kilda,Victoria,Australia
Esquire Recording Studio,,Detroit,Michigan,USA
Esquire Show Bar,1224 Stanley Street,Montréal,Quebec,Canada
Essex High School,244 Talbot Street N,Essex,Ontario,Canada
Essex Tavern,346 Talbot Street N,Essex,Ontario,Canada
Estadi Olímpic Lluís Companys,"Passeig Olímpic, 15-17",Barcelona,Catalonia,Spain
Estadio Atanasio Girardot,,Medellín,Aburrá Valley,Colombia
Estádio Cidade de Coimbra,,Coimbra,Centro,Portugal
Estádio do Maracanã,"Av. Pres. Castelo Branco, Portão 3",Rio de Janeiro,Maracanã,Brazil
Estádio do Morumbi,"Praça Roberto Gomes Pedrosa, 1",São Paulo,Morumbi,Brazil
Estadio Mario Alberto Kempes,Av. Cárcano s/n,Córdoba,,Argentina
Estadio Municipal de Balaídos,Avenida de Balaídos,Vigo,Pontevedra,Spain
Estadio Nacional,Av. Grecia 2001,Santiago,Ñuñoa,Chile
Estadio Olímpico de Sevilla,Isla de la Cartuja,Seville,,Spain
Estádio Olímpico Monumental,,Porto Alegre,Rio Grande do Sul,Brazil
Estadio Vicente Calderón,"Paseo de la Virgen del Puerto, 67",Madrid,,Spain
Esther's Orbit Room,1753 Seventh Street,Oakland,California,USA
Estrad Concert Hall,,Södertälje,Södermanland,Sweden
Et Cetera,3929 Woodward Avenue,Detroit,Michigan,USA
Ethel's Lounge,7341 Mack Avenue,Detroit,Michigan,USA
Etihad Stadium,740 Bourke Street,Melbourne,Victoria,Australia
Eugene Smith's Loft,821 Sixth Avenue,NYC,New York,USA
Eulipia Cafe,374 S. First Street,San Jose,California,USA
Eurosound Studios,151 W. 46th Street,NYC,New York,USA
Evans Center,13950 Jos. Campau Avenue,Hamtramck,Michigan,USA
Eventim Apollo,45 Queen Caroline Street,London,Hammersmith,England
Evergreen Ballroom,9121 Pacific Avenue SE,Olympia,Washington,USA
Everybody's,30860 Orchard Lake Road,Farmington Hills,Michigan,USA
Evola Music,2184 S. Telegraph Road,Bloomfield Township,Michigan,USA
EWU Pence Union Building,526 Fifth Street,Cheney,Washington,USA
Exhibition Stadium,Lake Shore Boulevard W. & Ontario Drive,Toronto,Ontario,Canada
Exit/In,2208 Elliston Place,Nashville,Tennessee,USA
Exposition Gardens,1601 W. Northmoor Road,Peoria,Illinois,USA
Express Live!,405 Neil Avenue,Columbus,Ohio,USA
Expresso Royale,324 S. State Street,Ann Arbor,Michigan,USA
Extreme Sports Palace,7275 W. Joy Road,Dexter,Michigan,USA
F.M. Kirby Center,71 Public Square,Wilkes-Barre,Pennsylvania,USA
Fa-Ba,Sylvania Avenue,Toledo,Ohio,USA
Factorie Ballroom,2815 Dixie Highway,Waterford,Michigan,USA
Factory East,4653 White Plains Road,The Bronx,New York,USA
Fair Park Auditorium,909 First Avenue,Dallas,Texas,USA
Fair Park Coliseum,1438 Coliseum Drive,Dallas,Texas,USA
Fairchild Theater,150 Auditorium Road,East Lansing,Michigan,USA
Fairfield Hall,Park Lane,London,Croydon,England
Fairfield Motor Inn,Post Road,Fairfield,Connecticut,USA
Fairlane Manor,19000 Hubbard Road,Dearborn,Michigan,USA
Fairlane Town Center,18900 Michigan Avenue,Dearborn,Michigan,USA
Fairmont Hotel,1717 N. Akard Street,Dallas,Texas,USA
Fairmont San Francisco,950 Mason Street,San Francisco,California,USA
Fairyhouse Racecourse,R155,Ratoath,County Meath,Ireland
Fairyland Park,7501 Prospect Avenue,Kansas City,Missouri,USA
Falcon Club,1315 Caniff,Hamtramck,Michigan,USA
Falcon Lounge,19901 Van Dyke Avenue,Detroit,Michigan,USA
Falcon Rock Fortress,19901 Van Dyke Avenue,Detroit,Michigan,USA
Falkonercentret,Falkoner Alle 9,Frederiksberg,,Denmark
Fallout Shelter,140 E. Second Street,Flint,Michigan,USA
Fallout Shelter - Grand Rapids,,Grand Rapids,Michigan,USA
Falls Lounge,19335 Carlysle Street,Dearborn,Michigan,USA
Family Arena,2002 Arena Parkway,St. Charles,Missouri,USA
Family Dog,660 Great Highway,San Francisco,California,USA
Family Inn Hotel,378 Victoria Road,Rydalmere,New South Wales,Australia
Famous Ballroom,1717 N. Charles Street,Baltimore,Maryland,USA
Fanny's Starlight Lounge,53 Pitt Street E,Windsor,Ontario,Canada
Fans Field,,Decatur,Illinois,USA
Fantasy Studios,2600 Tenth Street,Berkeley,California,USA
Fargo Civic Center,207 Fourth Street,Fargo,North Dakota,USA
Fargodome,1800 N. University Drive,Fargo,North Dakota,USA
Farmington High School,32000 Shiawassee Street,Farmington,Michigan,USA
Farmington Hills Community Center,24705 Farmington Road,Farmington Hills,Michigan,USA
Farnborough Burlesque Club,,Farnborough,Hampshire,England
Fascination Station,5756 Cass Avenue,Detroit,Michigan,USA
Fat Black Pussycat,3000½ E. Kalamazoo Street,Lansing,Michigan,USA
Fat Catz,27253 Van Dyke Avenue,Warren,Michigan,USA
Fat City,Waverly Street,Swissvale,Pennsylvania,USA
Fat Tuesday's,190 Third Avenue,NYC,New York,USA
Fat Tuesday's (TX),508 E. Sixth Street,Austin,Texas,USA
FedExForum,191 Beale Street,Memphis,Tennessee,USA
Felt Forum,4 Pennsylvania Plaza,NYC,New York,USA
Fender Bender,23 N. Washington Street,Ypsilanti,Michigan,USA
Fender's Ballroom,521 E. First Street,Long Beach,California,USA
Fenton Community Center,150 S. Leroy Street,Fenton,Michigan,USA
Fenway Park,4 Yawkey Way,Boston,Massachusetts,USA
Fenway Theatre,136 Massachusetts Avenue,Boston,Massachusetts,USA
Feria de Zaragoza,"A-2, km 311",Zaragoza,,Spain
Ferndale Community Center,400 E. Nine Mile Road,Ferndale,Michigan,USA
Festhalle Frankfurt,Ludwig-Erhard-Anlage 1,Frankfurt,Hesse,Germany
Festival Hall,300 Dudley Street,Melbourne,Victoria,Australia
Festival Open Space Park,108 Grandview Parkway,Traverse City,Michigan,USA
Festival Plaza @ City Hall,110 Laurier Avenue W,Ottawa,Ontario,Canada
Festival Village,,Grand Rapids,Michigan,USA
Festival Waterfront Grounds,,Muskegon,Michigan,USA
Fiddler's Green Amphitheatre,6350 Greenwood Plaza Boulevard,Greenwood Village,Colorado,USA
Fiddler's Lounge,119 Chatham Street W,Windsor,Ontario,Canada
Fiesta Club,Arundel Gate,Sheffield,South Yorkshire,England
Fifth Avenue,215 W. 5th Street,Royal Oak,Michigan,USA
Fifth Avenue Ballroom,25750 Novi Road,Novi,Michigan,USA
Fifth Avenue Detroit,2100 Woodward Avenue,Detroit,Michigan,USA
Fifth Dimension,216 W. Huron Street,Ann Arbor,Michigan,USA
Fifth Forum Theater,210 S. Fifth Avenue,Ann Arbor,Michigan,USA
Fifth Third Ballpark,4500 West River Drive,Comstock Park,Michigan,USA
FilaForum,Via Giuseppe di Vittorio 6,Assago,Lombardy,Italy
Filene Center,1645 Trap Road,Vienna,Virginia,USA
Filling Station Lounge,15435 Seven Mile Road,Detroit,Michigan,USA
Fillmore Auditorium,1805 Geary Boulevard,San Francisco,California,USA
Fillmore East,105 Second Avenue,NYC,New York,USA
Fillmore West,10 S. Van Ness Avenue,San Francisco,California,USA
Filly's,237 Chestnut Street,Philadelphia,Pennsylvania,USA
Finazzo's Lounge,22411 Greater Mack Avenue,Saint Clair Shores,Michigan,USA
Finch Fieldhouse,Franklin Street,Mount Pleasant,Michigan,USA
Fine Arts Theatre,2952 Woodward Avenue,Detroit,Michigan,USA
Fine Sound Studios,,NYC,New York,USA
Finlandia Hall,Mannerheimintie 13,Helsinki,Uusimaa,Finland
Finney's Pub,3965 Woodward Avenue,Detroit,Michigan,USA
Finnish-American Cultural Center,1819 Tenth Street,Berkeley,California,USA
Finsbury Park,,London,Harringay,England
Firebird Raceway,8551 ID-16,Eagle,Idaho,USA
Firefly Club,637 S. Main Street,Ann Arbor,Michigan,USA
Firehouse 12,45 Crown Street,New Haven,Connecticut,USA
Fireside Bowl,2648 W. Fullerton Avenue,Chicago,Illinois,USA
First Avenue,701 N. First Avenue,Minneapolis,Minnesota,USA
First Baptist Church,300 Willits Street,Birmingham,Michigan,USA
First Congressional Church,403 S. Jefferson Avenue,Saginaw,Michigan,USA
First Direct Arena,Arena Way,Leeds,West Yorkshire,England
First Midwest Bank Amphitheatre,19100 S. Ridgeland Avenue,Tinley Park,Illinois,USA
First Niagara Center,1 Seymour H. Knox III Plaza,Buffalo,New York,USA
First Street Beach,,Manistee,Michigan,USA
First Union Center,3601 S. Broad Street,Philadelphia,Pennsylvania,USA
First Unitarian Church,2125 Chestnut Street,Philadelphia,Pennsylvania,USA
First Unitarian-Universalist Church of Detroit,4605 Cass Avenue,Detroit,Michigan,USA
Fishbone's West,29244 Northwestern Highway,Southfield,Michigan,USA
Fisher Mansion,383 Lenox Street,Detroit,Michigan,USA
Fisher Theatre,3011 W. Grand Boulevard,Detroit,Michigan,USA
Fitzgerald High School,23200 Ryan Road,Warren,Michigan,USA
Five Flags Center,405 Main Street,Dubuque,Iowa,USA
Five Seasons Center,370 First Avenue NE,Cedar Rapids,Iowa,USA
Five Spot Café (1),5 Cooper Square,Greenwich Village,New York,USA
Five Spot Café (2),2 St. Marks Place,Greenwich Village,New York,USA
Five Stages,2451 N. Kedzie Boulevard,Chicago,Illinois,USA
